"Hits: 3697","page_num: 1","page_size: 2000","Keyword Version: 21.1","Revision: 2025-04-21 07:18:04","Timestamp: 2025-04-27 22:52:39","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/providers/?format=xml","Case native"
Bucket_Level0,Bucket_Level1,Bucket_Level2,Bucket_Level3,Short_Name,Long_Name,Data_Center_URL,UUID
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/CWS/ATL","Atlantic Region, Canadian Wildlife Service, Environment Canada","http://www.ns.ec.gc.ca/wildlife/","75d133d7-4b19-4bec-ac8b-d6b3d044f5cc"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/CWS/NWRC","National Wildlife Research Centre, Canadian Wildlife Service, Environment Canada","http://www.ec.gc.ca/scitech/default.asp?lang=En&n=0B9A6436-1#nwrc","96931e82-4e2b-4d2c-950f-775cf247577e"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/EPB/ATL","Atlantic Region, Environmental Protection Branch, Environment Canada","http://www.ns.ec.gc.ca/epb/","c941a722-8dbf-4c83-b879-169df0bcd567"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/EPB/TPD/WPS","Water Pollution Section, Toxics Prevention Division, Environmental Protection Branch, Environment Canada","http://www.on.ec.gc.ca/epb/toxics/","dd1ccf26-0ede-4426-a5fe-c7e4851833de"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/EPS/PDB/NPRI","National Pollutant Release Inventory, Pollution Data Branch, Environmental Protection Service, Environment Canada","http://www.ec.gc.ca/pdb/npri/","be43a6d4-e18b-4d7e-aa73-2b32e1457c3b"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/MSC","Meteorological Service of Canada, Environment Canada","http://www.msc-smc.ec.gc.ca/","3376b351-71c5-4e46-9766-1a00aaa0f46f"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/MSC/AMSWD","Atmospheric Monitoring and Water Survey Directorate, Meteorological Service of Canada, Environment Canada","http://www.msc-smc.ec.gc.ca/msc/amwsd_e.html","c27a71d4-fb0c-45f1-974a-0331c0b62e0d"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/MSC/CMC","Canadian Meteorological Centre, Meteorological Service of Canada, Environment Canada","http://weatheroffice.ec.gc.ca/","f1da8b3b-ef94-4612-b6f6-52aacf772789"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/MSC/CRB/CCMA","Canadian Centre for Climate Modelling and Analysis, Climate Research Branch, Meteorological Service of Canada, Environment Canada","http://www.cccma.bc.ec.gc.ca/","1d55d00c-9ddb-4967-83d0-56b2439c85e6"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/EC/MSC/CRYSYS","CRYosphere SYStem in Canada, Meteorological Service of Canada, Environment Canada","http://www.msc.ec.gc.ca/crysys/","5b05748a-3e00-4368-9a18-2f8af0648b6a"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/ELECT-CAN","Elections Canada","http://www.elections.ca/","2002921e-aace-469d-8bb1-9330bb5cdd47"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","CA/EPA/OEHHA","Office of Environmental Health Hazard Assessments, Environmental Protection Agency, California","http://www.oehha.ca.gov/","ac2d8e19-67f4-4815-8287-f2989e4b4a04"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/IDRC","International Development Research Centre, Canada","http://www.idrc.ca/","fca1d280-dd23-4b2a-a343-efcde4503b77"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/INAC","Indian and Northern Affairs, Canada","http://www.inac.gc.ca/","8853f84a-e02a-459f-94de-6d9b5a6c300d"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/INAC/NAP/MRD/MID","Mining Inspection Division, Mineral Resources Directorate, Northern Affairs Program, Indian and Northern Affairs, Canada","http://www.ainc-inac.gc.ca/index-eng.asp","22df765c-2aaa-436c-b457-450a059f7756"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/LAC","Library and Archives, Canada","http://www.collectionscanada.ca/","1ba2816d-76f4-49c6-bdec-7109426459da"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/LAC/VSA","Visual and Sound Archives Division, Library and Archives, Canada","http://www.collectionscanada.ca/","4f4b581a-234a-48ec-a6ff-50fa299e4c4b"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/MB/WATER","Manitoba Water Stewardship, Canada","http://www.gov.mb.ca/waterstewardship/","2762259c-5b46-4b92-b467-479e63d18046"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/MN","Canadian Museum of Nature, Canada","http://www.nature.ca/","70fe2d30-3632-453b-9417-8fcc7f239bd8"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NAV/AERO","NAV CANADA, Aeronautical Publications","http://www.navcanada.ca/","dff35bc4-155e-4eb3-b48e-c389286f9867"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NB/ELG","Environment and Local Government, New Brunswick, Canada","http://www.gnb.ca/elg-egl/index.htm","bf5ef144-3158-4a06-8586-54b4b2de9eb0"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NB/SNB","Service New Brunswick, New Brunswick, Canada","http://www.snb.ca/","f07a1248-f687-4459-acc6-b0ee0fa7a3ed"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NB/SNB/RMS","Registry and Mapping Services, Service New Brunswick, New Brunswick, Canada","https://www.planet.snb.ca/PLANET/index.html","fedc8bea-951f-4630-ba62-f785a8e77c95"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/DME/GS","Geological Survey, Department of Mines and Energy, Newfoundland and Labrador, Canada","http://www.nr.gov.nl.ca/mines&en/geosurvey/","ff48fd11-2cd3-47cf-b14b-df6ee4005db5"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/ENV/WRM","Water Resources Management, Environment and Conservation, Newfoundland and Labrador, Canada","http://www.env.gov.nl.ca/env/waterres/","336479d1-11f3-478e-a047-f6a0c2976b8f"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/FISHAQ","Fisheries and Aquaculture, Newfoundland and Labrador, Canada","http://www.gov.nf.ca/fishaq/","2a47642a-18d7-4b12-8e67-c3e613a9f5dd"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/FRA","Forest Resources and Agrifoods, Newfoundland and Labrador, Canada","http://www.gov.nl.ca/","218d9e67-3f70-4d0e-a857-3445bb55e2ea"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/GSL","Government Services and Lands, Newfoundland and Labrador, Canada","http://www.gov.nl.ca/","5401eef9-f3ef-4d65-906c-a6f9844889ac"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NFLD/INTRD","Department of Industry, Trade and Rural Development, Government of Newfoundland and Labrador, Canada","http://www.intrd.gov.nl.ca/intrd/","3b7a57aa-2d1c-4207-b9ec-2160f7fddd85"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/AMD","Analysis and Modelling Division, Natural Resources Canada","http://www.nrcan.gc.ca/es/epb/eng/analysis.htm","9d7eb34a-c3d0-4f73-83c4-c7b0c68e09ed"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/CFS/AFC","Atlantic Forestry Centre, Canadian Forest Service, Natural Resources Canada","http://www.nrcan.gc.ca/forests/research-centres/afc/13447","9447f62f-10b5-4c85-a046-7f76cbaf26f8"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/CFS/PFC","Pacific Forestry Centre, Canadian Forest Service, Natural Resources Canada","http://www.nrcan.gc.ca/forests/research-centres/pfc/13489","6dcaae14-f63c-4a5b-9ca4-7e8cbc3b828d"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/ADAPTATION","Climate Change Impacts and Adaptation Directorate, Earth Sciences Sector, Natural Resources Canada","http://adaptation.nrcan.gc.ca/","cad6f6fe-3c79-4eae-96c5-6380b2ba061b"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC","Geomatics Canada, Earth Sciences Sector, Natural Resources Canada","http://www.nrcan-rncan.gc.ca/com/index-eng.php","afed816f-2c46-4c15-a872-180a91ef7de1"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC/CCMEO","Canada Centre For Mapping And Earth Observation, Earth Sciences Sector, Natural Resources Canada","http://ceonet.cgdi.gc.ca/","6240d65b-ea22-43b5-aec7-4cc7b2da9a18"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC/CCRS/EMS","Environmental Monitoring Section, Canada Centre for Remote Sensing, Geomatics Canada, Earth Sciences Sector, Natural Resources Canada","http://www.ccrs.nrcan.gc.ca/","d3675d3b-a18e-427b-ae69-76f9295a2c5b"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC/CCRS/GEO/ATLAS","Atlas of Canada, GeoAccess Division, Canada Centre for Remote Sensing, Geomatics Canada, Earth Sciences Sector, Natural Resources Canada","http://atlas.gc.ca/","ffaea6a1-8b76-4e2e-a09f-a0280bc0952e"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC/LSD/","Legal Surveys Division, Geomatics Canada, Earth Sciences Sector, Natural Resources Canada","http://www.lsd.nrcan.gc.ca/","d7d2d32a-dbf9-449c-a549-95dbbe55f39d"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GC/LSD/RG","Records Group, Legal Surveys Division, Geomatics Canada, Earth Sciences Sector, Natural Resources Canada","http://www.lsd.nrcan.gc.ca/","31cfad22-fe5f-475e-b7cc-bde62a9af876"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GSC","Geological Survey of Canada, Earth Sciences Sector, Natural Resources Canada","http://gsc.nrcan.gc.ca/","d4f8816f-7e47-4988-8580-96216a701d20"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GSC/ATL","Geological Survey of Canada-Atlantic, Earth Sciences Sector, Natural Resources Canada","http://www.nrcan.gc.ca/earth-sciences/science/geology/gsc/17100","77aaf0be-a5a1-4ab1-86b8-bf48da491c0f"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GSC/BOOK","Bookstore, Geological Survey of Canada, Earth Sciences Sector, Natural Resources Canada","http://gsc.nrcan.gc.ca/bookstore/","a02c35d7-88dd-480a-939b-afefb650a4bf"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GSC/NUN","Geological Survey of Canada-Nunavut Geoscience Office, Earth Sciences Sector, Natural Resources Canada","http://pooka.nunanet.com/~cngo/","ce7d3b85-a390-436f-bc19-b18fcad87b33"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/ESS/GSC/STS","Terrain Sciences Division,Geological Survey of Canada-Atlantic, Earth Sciences Sector, Natural Resources Canada","http://www.nrcan.gc.ca/earth-sciences","0c6938d2-01be-4330-b080-cf1196309982"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/MMS","Minerals and Metals Sector, Natural Resources Canada","http://www.nrcan.gc.ca/mms/","167a5b93-e5f2-4a92-950a-368c7b4f0876"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/MMS/MMSD","Minerals and Mining Statistics Division, Minerals and Metals Sector, Natural Resources Canada","http://mmsd1.mms.nrcan.gc.ca/mmsd/intro_e.asp","58594ae8-840e-47d1-a513-334dffee8707"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NRCAN/RETSCREEN","RETScreen International Renewable Energy Decision Support Centre, Natural Resources Canada","http://www.retscreen.net/","cd489ca3-159c-4ff2-9049-124e5212d120"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/ASB","Agriculture Services Branch, Nova Scotia, Canada","http://www.gov.ns.ca/agri/","e927e723-0dc4-43a0-8f5e-ca22253fa3dc"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/EL/ROD/PA","Protected Areas, Environment and Labour, Nova Scotia, Canada","http://www.gov.ns.ca/nse/protectedareas/","edf6c8c0-c313-43bd-85d6-32742946c9ea"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/FISH/IDBSB/MSD","Marketing Services Division, Industry Development and Business Services Branch, Fisheries Services, Nova Scotia, Canada","http://www.gov.ns.ca/agri/marketing/","7bcf0bcc-463f-433a-992b-b9a5f2345b77"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/MRB","Mineral Resources Branch, Nova Scotia Department of Natural Resources, Canada","http://www.gov.ns.ca/natr/meb/","e72e8453-ef96-413f-8f9e-2d4391ba1444"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/NATR/RRB/FD","Forestry Division, Renewable Resources Branch, Natural Resources, Nova Scotia, Canada","http://www.gov.ns.ca/natr/forestry/","db73251d-7ee8-4136-8726-24667b416517"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/SNSMR/RIMS/NSGC","Nova Scotia Geomatics Centre, Registry and Information Management Services, Service Nova Scotia and Municipal Relations, Nova Scotia, Canada","http://www.gov.ns.ca/snsmr/land/","652bced2-9082-4767-b1c8-d5010629f06f"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/SRC","Sport and Recreation Commission, Nova Scotia, Canada","http://www.gov.ns.ca/","e73c2538-9f86-4ab7-bd2d-27f8fa082a2d"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NS/TPW/PD","Planning Division, Transportation and Public Works, Nova Scotia, Canada","http://www.gov.ns.ca/","ce5de0d3-e806-443d-8edb-5ce3992e6b43"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/NWT/NTGO","Northwest Territories Geoscience Office, Government of Northwest Territories, Canada","http://www.nwtgeoscience.ca/","4094ed31-5166-488f-8f13-4aefb1e8afbe"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/ON/MNR","Ministry of Natural Resources, Ontario, Canada","http://www.mnr.gov.on.ca/","5816a48b-5200-45c0-b889-67f4a7156276"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/ON/YORK/GEOMATICS","Geomatics Branch, York Region, Ontario, Canada","http://www.region.york.on.ca/Departments/Planning+and+Development/Geomatics/","a19c8abe-3aee-4fa6-bd94-fe5dfe6661b5"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/PARKS","Parks Canada","http://www.pc.gc.ca/","9f87135d-5a38-4bcf-b213-6d1d20ef6fad"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/PEI/AF","Agriculture, Fisheries, Aquaculture, and Forestry, Prince Edward Island, Canada","http://www.gov.pe.ca/af/index.php3","60221d0f-404d-48ec-ade3-1590f91d3cf3"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/PEI/EEF","Department of Environment, Energy and Forestry, Prince Edward Island, Canada","http://www.gov.pe.ca/enveng/index.php3","7a8a2290-24d7-43b7-80db-f5a4d071511b"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","CA/RA/CERES","California Environmental Resources Evaluation System, Resources Agency, California","http://ceres.ca.gov/","92871d76-8319-4164-8b09-5f33b6b836d8"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","CA/RA/CLP","California Legacy Project, Resources Agency, California","http://legacy.ca.gov/","e6bfa716-28fe-40be-94e8-d970d554f344"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","CA/RA/TC","Tahoe Conservancy, Resources Agency, California","http://tahoe.ca.gov/","cb9c70c1-6db9-4cdc-9324-5e1eee1c5df5"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","CA/SCCWRP","Southern California Coastal Water Research Project, California","http://www.sccwrp.org/view.php?id=33","d235a2f4-fb52-44d5-89a6-c3c15bf70d15"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/SK/SE/CORP/IMB","Information Management Branch, Corporate, Saskatchewan Environment, Canada","http://www.ec.gc.ca/ae-ve/default.asp?lang=En&amp;n=AFFC427D-1&amp;offset=9&amp;toc=show","dd55fdad-143f-498c-aa3b-984f8436cf66"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/SK/SE/EPB","Environmental Protection Branch, Saskatchewan Environment, Canada","http://www.environment.gov.sk.ca/Default.aspx?DN=ff4336ff-98fe-43a1-98d0-8608c8aca619","ac3fd981-30c8-4750-9b44-e01b634fbfee"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/SK/SE/FWB/SCDC","Saskatchewan Conservation Data Centre, Fish & Wildlife Branch, Saskatchewan Environment, Canada","http://www.biodiversity.sk.ca/","63896115-d7bf-43d8-b820-429097bdb836"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/STATSCAN/AG","Agriculture Division, Statistics Canada","http://www.statcan.ca/","e1797cc2-f2c1-4c6d-99f2-a03df8ba1248"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/STATSCAN/AG/SAGA","Spatial Analysis and Geomatics Applications, Agriculture Division, Statistics Canada","http://www.statcan.gc.ca/start-debut-eng.html","4f8d62cf-29e3-4a78-8f2c-2300ee0a88af"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/STATSCAN/AS/AB","Northern Alberta Region and Northwest Territories, Advisory Services, Statistics Canada","http://www.statcan.ca/english/reference/refcentre/prairie.htm","1ffe5397-d291-4f0c-9be6-d20cd48f0dfe"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/STATSCAN/AS/ATL","Atlantic Region, Advisory Services, Statistics Canada","http://www.statcan.ca/english/reference/refcentre/atlantic.htm","f11f515d-b435-4285-af74-cbb50fbf78a6"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","CA/STATSCAN/AS/ON","Ontario Region, Advisory Services, Statistics Canada","http://www.statcan.ca/english/reference/refcentre/ontario.htm","c6178087-1184-4dc2-8233-a31337322967"
"CONSORTIA/INSTITUTIONS","","","","CALCOFI","California Cooperative Oceanic Fisheries Investigation","http://www.calcofi.org/","fdc9aab0-ba4b-4d33-9b9a-4ece95ad2c2f"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CALIFORNIA","","","","","","cc04bdf3-18fb-430c-91d8-2445539e34c1"
"ACADEMIC","","","","CALSTATE-HAYWARD/GEOL","Department of Geological Sciences, California State University, Hayward","http://www.sci.csuhayward.edu/geology/","94e1ab2f-322b-46a3-8a47-182b741d4ab6"
"ACADEMIC","","","","CALSTATE-MB/WI/CCOWS/ECOVIZ","Ecosystem Science and Visualization, Central Coast Watershed Studies Team, Watershed Institute, California State University, Monteray Bay","http://ecoviz.csumb.edu/home/","5421c2e2-ed48-4b60-ae27-79f297d3cbf5"
"ACADEMIC","","","","CALTECH/GPS/TECTONICS","Tectonics Observatory, Division of Geological and Planetary Sciences, California Institute of Technology","http://www.tectonics.caltech.edu/","73b5778a-704f-4e75-9fc1-99c0be983656"
"ACADEMIC","","","","CALTECH/SCEDC","Southern California Earthquake Data Center, California Institute of Technology","http://www.data.scec.org/","6001e1f1-fc49-4398-bd03-4455a9f5cc0a"
"ACADEMIC","","","","CALTECH/SRL/ACE","Advanced Composition Explorer, Space Radiation Laboratory, California Institute of Technology","http://www.srl.caltech.edu/ACE/","e8e3c7c5-6947-4148-9982-2bcbb62ca579"
"COMMERCIAL","","","","CAMPBELL-SCI","Campbell Scientific, Inc.","http://www.campbellsci.com/","b45d57f9-5c45-4e46-8dcd-6158fee8151b"
"GOVERNMENT AGENCIES-NON-US","CANADA","","","","","","b301e170-c91e-4275-9858-d7720fb93416"
"COMMERCIAL","","","","CANADAX","Canadax Industrial Group Limited","","0482e1cc-ae5f-4bb9-bdba-db20a0985549"
"COMMERCIAL","","","","CARBONPROJECT","Carbon Project","http://www.thecarbonproject.com/home.html","7399f31c-18ba-4826-b392-0c31c125274e"
"MULTINATIONAL ORGANIZATIONS","","","","CARBONTRACKER","CarbonTracker Europe","http://www.carbontracker.eu","4dc1cdff-04bf-4498-b2ab-6ce1c1f91dce"
"COMMERCIAL","","","","CARIS","Computer Aided Resource Information System","http://www.caris.com/","fd8ffd5f-981b-400d-902d-8aa8b4194877"
"CONSORTIA/INSTITUTIONS","","","","CARO-COOPS","Carolinas Coastal Ocean Observing and Prediction System","http://caro-coops.org/","3ec77555-6a44-44eb-a94d-f1e24dcfd16e"
"CONSORTIA/INSTITUTIONS","","","","CATHALAC","Centro del Agua del Tropico Humedo para America Latina y el Caribe","http://www.cathalac.org/","29b2104f-9444-41ef-9d8c-cf6117be40dd"
"COMMERCIAL","","","","CBL","Collins Bartholomew Ltd.","http://bartholomewmaps.com/","54d2edc6-5492-4612-9b8e-51ebe81c6ce9"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","CHESAPEAKE BAY","","","CBP","Chesapeake Bay Program","http://www.chesapeakebay.net/","0594a1dd-7800-473c-acad-708023a8fb1e"
"CONSORTIA/INSTITUTIONS","","","","CCIN","Canadian Cryospheric Information Network","http://www.ccin.ca/cms/en/home.aspx","a93e0707-f28f-4dfb-b9ad-2f53c49277e7"
"COMMERCIAL","","","","CCNOW","CCNow Incorporated","http://www.ccnow.com/","26ada008-af3a-4da3-8171-44dcfb627153"
"COMMERCIAL","","","","CD","Convective Development","http://www.aprweather.com/","56cd357f-1841-42d4-8154-17f4cb0c4951"
"CONSORTIA/INSTITUTIONS","","","","CDATRIBE","Coeur d'Alene Tribe GIS Program","http://gis.cdatribe-nsn.gov/","f62c0dcf-3768-4fff-a2d8-50e50bd3228b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","CDDIS","Crustal Dynamics Data Information System, Geodesy and Geophysics Laboratory, Earth Sciences Division, Sciences and Exploration Directorate, Goddard Space Flight Center, NASA","https://cddis.nasa.gov/","5eedcb4d-2962-4f73-bc32-7c098d0b4f15"
"CONSORTIA/INSTITUTIONS","","","","CEOS WGISS","Committee on Earth Observing Satellites (CEOS) Working Group on Information Systems and Services(WGISS)","http://www.ceos.org/index.php?option=com_content&view=category&layout=blog&id=77&Itemid=199","25f797ae-a37d-4fab-85fe-d51c09b63429"
"CONSORTIA/INSTITUTIONS","","","","CEP/CAMPAM","CARIBBEAN MARINE PROTECTED AREAS MANAGER DATABASE, CARIBBEAN ENVIRONMENT PROGRAM","http://www.cep.unep.org/","114a3f5b-734e-4d0f-b41b-8fe6e81f46f1"
"COMMERCIAL","","","","CERC-UK","Cambridge Environmental Research Consultants, UK","http://www.cerc.co.uk/","e954277f-10b3-40ce-96d7-f1bd722ca412"
"COMMERCIAL","","","","CERC-US","Cambridge Environmental Research Consultants, US","http://www.cercsd.com/","87e85760-0656-458c-9eb5-b650862cf6dd"
"CONSORTIA/INSTITUTIONS","","","","CEREGE","Centre Europeen de Recherche et d'Enseignement des Geosciences de l'Environnement (CEREGE)","http://www.cerege.fr/","c1a6ac02-0213-42a3-acc0-ae529c3362dd"
"CONSORTIA/INSTITUTIONS","","","","CGIAR/ASB","Alternate Slash and Burn, Consultative Group on International Agricultural Research","http://www.asb.cgiar.org/","5196a85a-6c96-4ce8-bbb2-0031e1093193"
"MULTINATIONAL ORGANIZATIONS","","","","CGIAR/ASTI","Agricultural Science and Technology Indicators, Consultative Group on International Agricultural Research","http://www.asti.cgiar.org/","66abb332-6f07-4124-a515-54da19016603"
"MULTINATIONAL ORGANIZATIONS","","","","CGIAR/CIFOR","Center for International Forestry Research, Consultative Group on International Agricultural Research","http://www.cifor.cgiar.org/","11160a93-1d76-49b9-9f6f-29c0b552fd0b"
"CONSORTIA/INSTITUTIONS","","","","CGIAR/CSI","Consortium for Spatial Information, Consultative Group on International Agricultural Research","http://srtm.csi.cgiar.org/","bd850e31-0b15-4885-b408-35ddb46c9dca"
"MULTINATIONAL ORGANIZATIONS","","","","CGIAR/IWMI","International Water Management Institute, Consultative Group on International Agricultural Research","http://www.iwmi.cgiar.org/","49b98c69-b4eb-4784-a1bb-5042807daba6"
